train_number,train_name,station_code,station_name,average_delay_minutes,pct_right_time,pct_slight_delay,pct_significant_delay,pct_cancelled_unknown,scraped_at,source_url
12626,Kerala Express,CGY,CHANGANASERI,113.0,42.47,26.58,30.96,0.0,2025-09-27T13:18:02.135939+00:00,https://etrain.info/train/Kerala-Express-12626/history?d=1y
12626,Kerala Express,TRVL,TIRUVALLA,113.0,42.19,26.3,31.51,0.0,2025-09-27T13:18:03.949012+00:00,https://etrain.info/train/Kerala-Express-12626/history?d=1y
12626,Kerala Express,CNGR,CHENGANNUR,114.0,39.45,29.04,31.51,0.0,2025-09-27T13:18:07.489857+00:00,https://etrain.info/train/Kerala-Express-12626/history?d=1y
12626,Kerala Express,MVLK,MAVELIKARA,115.0,38.36,30.41,31.23,0.0,2025-09-27T13:18:09.197052+00:00,https://etrain.info/train/Kerala-Express-12626/history?d=1y
12626,Kerala Express,KYJ,KAYANKULAM JN,117.0,32.05,36.99,30.96,0.0,2025-09-27T13:18:10.544432+00:00,https://etrain.info/train/Kerala-Express-12626/history?d=1y
12626,Kerala Express,QLN,KOLLAM JN,123.0,16.99,51.78,31.23,0.0,2025-09-27T13:18:13.996371+00:00,https://etrain.info/train/Kerala-Express-12626/history?d=1y
12626,Kerala Express,VAK,VARKALA,126.0,13.15,53.42,33.42,0.01,2025-09-27T13:18:15.591742+00:00,https://etrain.info/train/Kerala-Express-12626/history?d=1y
12626,Kerala Express,TVP,TRIVANDRUM PETT,107.0,55.89,17.26,26.85,0.0,2025-09-27T13:18:19.061936+00:00,https://etrain.info/train/Kerala-Express-12626/history?d=1y
12626,Kerala Express,TVC,TRIVANDRUM CNTL,93.0,63.29,10.41,26.3,0.0,2025-09-27T13:18:20.464196+00:00,https://etrain.info/train/Kerala-Express-12626/history?d=1y
12951,Mumbai Rajdhani,MMCT,MUMBAI CENTRAL,7.0,98.63,0.27,1.1,0.0,2025-09-27T13:18:26.190232+00:00,https://etrain.info/train/Mumbai-Rajdhani-12951/history?d=1y
12951,Mumbai Rajdhani,BVI,BORIVALI,15.0,93.7,5.21,1.1,0.0,2025-09-27T13:18:30.024443+00:00,https://etrain.info/train/Mumbai-Rajdhani-12951/history?d=1y
12951,Mumbai Rajdhani,ST,SURAT,16.0,81.92,16.16,1.92,0.0,2025-09-27T13:18:33.840018+00:00,https://etrain.info/train/Mumbai-Rajdhani-12951/history?d=1y
12951,Mumbai Rajdhani,BRC,VADODARA JN,17.0,74.52,23.84,1.64,0.0,2025-09-27T13:18:37.456758+00:00,https://etrain.info/train/Mumbai-Rajdhani-12951/history?d=1y
12951,Mumbai Rajdhani,RTM,RATLAM JN,15.0,83.56,14.25,2.19,0.0,2025-09-27T13:18:41.340814+00:00,https://etrain.info/train/Mumbai-Rajdhani-12951/history?d=1y
12951,Mumbai Rajdhani,NAD,NAGDA JN,11.0,92.05,6.3,1.64,0.01,2025-09-27T13:18:43.183107+00:00,https://etrain.info/train/Mumbai-Rajdhani-12951/history?d=1y
12951,Mumbai Rajdhani,KOTA,KOTA JN,16.0,80.27,17.81,1.92,0.0,2025-09-27T13:18:47.030864+00:00,https://etrain.info/train/Mumbai-Rajdhani-12951/history?d=1y
12951,Mumbai Rajdhani,NDLS,NEW DELHI,27.0,82.47,11.51,6.03,0.0,2025-09-27T13:18:50.691269+00:00,https://etrain.info/train/Mumbai-Rajdhani-12951/history?d=1y
12952,Mumbai Rajdhani,NDLS,NEW DELHI,8.0,97.26,0.55,2.19,0.0,2025-09-27T13:18:56.820132+00:00,https://etrain.info/train/Mumbai-Rajdhani-12952/history?d=1y
12952,Mumbai Rajdhani,KOTA,KOTA JN,20.0,57.81,38.9,3.29,0.0,2025-09-27T13:19:00.357838+00:00,https://etrain.info/train/Mumbai-Rajdhani-12952/history?d=1y
12952,Mumbai Rajdhani,NAD,NAGDA JN,15.0,76.71,20.0,3.29,0.0,2025-09-27T13:19:04.178472+00:00,https://etrain.info/train/Mumbai-Rajdhani-12952/history?d=1y
12952,Mumbai Rajdhani,RTM,RATLAM JN,20.0,64.93,31.51,3.56,0.0,2025-09-27T13:19:07.669180+00:00,https://etrain.info/train/Mumbai-Rajdhani-12952/history?d=1y
12952,Mumbai Rajdhani,BRC,VADODARA JN,13.0,87.12,9.86,3.01,0.01,2025-09-27T13:19:08.987659+00:00,https://etrain.info/train/Mumbai-Rajdhani-12952/history?d=1y
12952,Mumbai Rajdhani,ST,SURAT,15.0,85.48,11.51,3.01,0.0,2025-09-27T13:19:12.465906+00:00,https://etrain.info/train/Mumbai-Rajdhani-12952/history?d=1y
12952,Mumbai Rajdhani,BVI,BORIVALI,28.0,24.38,70.68,4.93,0.01,2025-09-27T13:19:13.779905+00:00,https://etrain.info/train/Mumbai-Rajdhani-12952/history?d=1y
12952,Mumbai Rajdhani,MMCT,MUMBAI CENTRAL,13.0,88.22,7.4,4.38,0.0,2025-09-27T13:19:17.246769+00:00,https://etrain.info/train/Mumbai-Rajdhani-12952/history?d=1y
22301,Vande Bharat,HWH,HOWRAH JN,0.0,100.0,0.0,0.0,0.0,2025-09-27T13:19:20.003465+00:00,https://etrain.info/train/Vande-Bharat-22301/history?d=1y
22301,Vande Bharat,BHP,BOLPUR S NIKTN,19.0,38.46,61.54,0.0,0.0,2025-09-27T13:19:21.767092+00:00,https://etrain.info/train/Vande-Bharat-22301/history?d=1y
22301,Vande Bharat,MLDT,MALDA TOWN,5.0,92.31,7.69,0.0,0.0,2025-09-27T13:19:25.320865+00:00,https://etrain.info/train/Vande-Bharat-22301/history?d=1y
22301,Vande Bharat,BOE,BARSOI JN,14.0,76.92,19.23,3.85,0.0,2025-09-27T13:19:29.179911+00:00,https://etrain.info/train/Vande-Bharat-22301/history?d=1y
22301,Vande Bharat,KNE,KISHANGANJ,10.0,26.92,19.23,0.0,53.85,2025-09-27T13:19:30.626236+00:00,https://etrain.info/train/Vande-Bharat-22301/history?d=1y
22301,Vande Bharat,NJP,NEW JALPAIGURI,7.0,88.46,11.54,0.0,0.0,2025-09-27T13:19:34.073314+00:00,https://etrain.info/train/Vande-Bharat-22301/history?d=1y
22302,Vande Bharat,NJP,NEW JALPAIGURI,1.0,100.0,0.0,0.0,0.0,2025-09-27T13:19:37.283536+00:00,https://etrain.info/train/Vande-Bharat-22302/history?d=1y
22302,Vande Bharat,KNE,KISHANGANJ,15.0,26.92,19.23,0.0,53.85,2025-09-27T13:19:38.654783+00:00,https://etrain.info/train/Vande-Bharat-22302/history?d=1y
22302,Vande Bharat,BOE,BARSOI JN,11.0,84.62,15.38,0.0,0.0,2025-09-27T13:19:42.248020+00:00,https://etrain.info/train/Vande-Bharat-22302/history?d=1y
22302,Vande Bharat,MLDT,MALDA TOWN,15.0,61.54,38.46,0.0,0.0,2025-09-27T13:19:43.730663+00:00,https://etrain.info/train/Vande-Bharat-22302/history?d=1y
22302,Vande Bharat,BHP,BOLPUR S NIKTN,21.0,46.15,53.85,0.0,0.0,2025-09-27T13:19:45.181290+00:00,https://etrain.info/train/Vande-Bharat-22302/history?d=1y
22302,Vande Bharat,HWH,HOWRAH JN,,96.15,3.85,0.0,0.0,2025-09-27T13:19:48.976503+00:00,https://etrain.info/train/Vande-Bharat-22302/history?d=1y
12001,Shatabdi,RKMP,RANI KAMLAPATI,3.0,93.33,6.67,0.0,0.0,2025-09-27T13:19:54.640070+00:00,https://etrain.info/train/Shatabdi-12001/history?d=1y
12001,Shatabdi,BPL,BHOPAL JN,,93.33,6.67,0.0,0.0,2025-09-27T13:19:56.729837+00:00,https://etrain.info/train/Shatabdi-12001/history?d=1y
12001,Shatabdi,BINA,BINA JN,6.0,90.0,6.67,3.33,0.0,2025-09-27T13:19:58.470077+00:00,https://etrain.info/train/Shatabdi-12001/history?d=1y
12001,Shatabdi,LAR,LALITPUR,17.0,70.0,26.67,3.33,0.0,2025-09-27T13:20:02.357927+00:00,https://etrain.info/train/Shatabdi-12001/history?d=1y
12001,Shatabdi,VGLJ,V LAKSHMIBAI JHANSI,18.0,80.0,13.33,6.67,0.0,2025-09-27T13:20:04.046096+00:00,https://etrain.info/train/Shatabdi-12001/history?d=1y
12001,Shatabdi,GWL,GWALIOR,25.0,60.0,33.33,6.67,0.0,2025-09-27T13:20:07.738224+00:00,https://etrain.info/train/Shatabdi-12001/history?d=1y
12001,Shatabdi,MRA,MORENA,28.0,43.33,50.0,6.67,0.0,2025-09-27T13:20:11.391201+00:00,https://etrain.info/train/Shatabdi-12001/history?d=1y
12001,Shatabdi,DHO,DHAULPUR,16.0,80.0,13.33,6.67,0.0,2025-09-27T13:20:13.145871+00:00,https://etrain.info/train/Shatabdi-12001/history?d=1y
12001,Shatabdi,AGC,AGRA CANTT,17.0,80.0,13.33,6.67,0.0,2025-09-27T13:20:14.552646+00:00,https://etrain.info/train/Shatabdi-12001/history?d=1y
12001,Shatabdi,MTJ,MATHURA JN,22.0,73.33,20.0,6.67,0.0,2025-09-27T13:20:18.369523+00:00,https://etrain.info/train/Shatabdi-12001/history?d=1y
12001,Shatabdi,NDLS,NEW DELHI,11.0,83.33,10.0,6.67,0.0,2025-09-27T13:20:22.114157+00:00,https://etrain.info/train/Shatabdi-12001/history?d=1y
12002,Shatabdi,NDLS,NEW DELHI,1.0,100.0,0.0,0.0,0.0,2025-09-27T13:20:25.230367+00:00,https://etrain.info/train/Shatabdi-12002/history?d=1y
12002,Shatabdi,MTJ,MATHURA JN,17.0,40.0,60.0,0.0,0.0,2025-09-27T13:20:26.927055+00:00,https://etrain.info/train/Shatabdi-12002/history?d=1y
12002,Shatabdi,AGC,AGRA CANTT,22.0,3.33,96.67,0.0,0.0,2025-09-27T13:20:28.424885+00:00,https://etrain.info/train/Shatabdi-12002/history?d=1y
12002,Shatabdi,DHO,DHAULPUR,14.0,66.67,33.33,0.0,0.0,2025-09-27T13:20:30.093363+00:00,https://etrain.info/train/Shatabdi-12002/history?d=1y
12002,Shatabdi,MRA,MORENA,17.0,46.67,53.33,0.0,0.0,2025-09-27T13:20:31.703592+00:00,https://etrain.info/train/Shatabdi-12002/history?d=1y
12002,Shatabdi,GWL,GWALIOR,,36.67,63.33,0.0,0.0,2025-09-27T13:20:33.829395+00:00,https://etrain.info/train/Shatabdi-12002/history?d=1y
12002,Shatabdi,VGLJ,V LAKSHMIBAI JHANSI,,80.0,20.0,0.0,0.0,2025-09-27T13:20:35.454154+00:00,https://etrain.info/train/Shatabdi-12002/history?d=1y
12002,Shatabdi,LAR,LALITPUR,,53.33,46.67,0.0,0.0,2025-09-27T13:20:37.498465+00:00,https://etrain.info/train/Shatabdi-12002/history?d=1y
12002,Shatabdi,BINA,BINA JN,9.0,83.33,16.67,0.0,0.0,2025-09-27T13:20:38.875453+00:00,https://etrain.info/train/Shatabdi-12002/history?d=1y
12002,Shatabdi,BPL,BHOPAL JN,13.0,66.67,33.33,0.0,0.0,2025-09-27T13:20:40.575442+00:00,https://etrain.info/train/Shatabdi-12002/history?d=1y
12002,Shatabdi,RKMP,RANI KAMLAPATI,3.0,83.33,16.67,0.0,0.0,2025-09-27T13:20:42.091217+00:00,https://etrain.info/train/Shatabdi-12002/history?d=1y
12903,Golden Temple Mail,BDTS,BANDRA TERMINUS,,100.0,0.0,0.0,0.0,2025-09-27T13:20:46.331463+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,BVI,BORIVALI,,86.67,13.33,0.0,0.0,2025-09-27T13:20:48.477925+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,ST,SURAT,25.0,70.0,23.33,6.67,0.0,2025-09-27T13:20:51.890650+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,BRC,VADODARA JN,30.0,80.0,6.67,13.33,0.0,2025-09-27T13:20:53.324993+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,GDA,GODHRA JN,28.0,76.67,10.0,13.33,0.0,2025-09-27T13:20:57.183690+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,DHD,DAHOD,33.0,53.33,33.33,13.33,0.01,2025-09-27T13:20:58.696582+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,MGN,MEGHNAGAR,34.0,53.33,33.33,13.33,0.01,2025-09-27T13:21:00.443337+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,RTM,RATLAM JN,25.0,86.67,0.0,13.33,0.0,2025-09-27T13:21:04.227036+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,NAD,NAGDA JN,20.0,86.67,0.0,13.33,0.0,2025-09-27T13:21:07.745496+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,SGZ,SHAMGARH,24.0,70.0,16.67,13.33,0.0,2025-09-27T13:21:11.636184+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,BWM,BHAWANI MANDI,26.0,76.67,6.67,16.67,0.0,2025-09-27T13:21:15.298805+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,RMA,RAMGANJ MANDI,30.0,76.67,6.67,16.67,0.0,2025-09-27T13:21:19.027463+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,KOTA,KOTA JN,34.0,66.67,16.67,16.67,0.0,2025-09-27T13:21:22.651737+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,SWM,SAWAI MADHOPUR,42.0,56.67,23.33,20.0,0.0,2025-09-27T13:21:24.146832+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,GGC,GANGAPUR CITY,49.0,43.33,36.67,20.0,0.0,2025-09-27T13:21:25.476705+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,SMVJ,SHRI MAHAVEERJI,51.0,33.33,46.67,20.0,0.0,2025-09-27T13:21:26.738376+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,HAN,HINDAUN CITY,48.0,43.33,36.67,20.0,0.0,2025-09-27T13:21:28.189014+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,BXN,BAYANA JN,46.0,53.33,26.67,20.0,0.0,2025-09-27T13:21:29.635371+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,BTE,BHARATPUR JN,50.0,43.33,36.67,20.0,0.0,2025-09-27T13:21:31.164782+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,MTJ,MATHURA JN,37.0,76.67,3.33,20.0,0.0,2025-09-27T13:21:32.613762+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,FDB,FARIDABAD,37.0,80.0,0.0,20.0,0.0,2025-09-27T13:21:33.919610+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,NZM,H NIZAMUDDIN,,70.0,10.0,20.0,0.0,2025-09-27T13:21:35.840276+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,GZB,GHAZIABAD,53.0,63.33,13.33,23.33,0.01,2025-09-27T13:21:37.328595+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,MTC,MEERUT CITY,57.0,50.0,30.0,20.0,0.0,2025-09-27T13:21:39.031097+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,MUT,MEERUT CANT,60.0,50.0,26.67,23.33,0.0,2025-09-27T13:21:40.801953+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,SKF,SAKHOTI TANDA,61.0,50.0,26.67,23.33,0.0,2025-09-27T13:21:42.320082+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,MOZ,MUZAFFARNAGAR,63.0,40.0,36.67,23.33,0.0,2025-09-27T13:21:43.928678+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,SRE,SAHARANPUR,43.0,70.0,10.0,20.0,0.0,2025-09-27T13:21:45.468995+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,YJUD,YAMUNANAGAR JAGADHRI,44.0,70.0,10.0,20.0,0.0,2025-09-27T13:21:46.968550+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,UMB,AMBALA CANT JN,49.0,60.0,20.0,20.0,0.0,2025-09-27T13:21:48.590393+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,LDH,LUDHIANA JN,51.0,43.33,36.67,20.0,0.0,2025-09-27T13:21:50.220819+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,JUC,JALANDHAR CITY,44.0,66.67,13.33,20.0,0.0,2025-09-27T13:21:52.003642+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,BEAS,BEAS,45.0,70.0,6.67,23.33,0.0,2025-09-27T13:21:53.593429+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12903,Golden Temple Mail,ASR,AMRITSAR JN,39.0,63.33,16.67,20.0,0.0,2025-09-27T13:21:55.271414+00:00,https://etrain.info/train/Golden-Temple-Mail-12903/history?d=1y
12904,Golden Temple Mail,ASR,AMRITSAR JN,2.0,100.0,0.0,0.0,0.0,2025-09-27T13:21:58.742618+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,BEAS,BEAS,13.0,80.0,20.0,0.0,0.0,2025-09-27T13:22:00.114852+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,JUC,JALANDHAR CITY,9.0,76.67,23.33,0.0,0.0,2025-09-27T13:22:01.601743+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,LDH,LUDHIANA JN,13.0,70.0,30.0,0.0,0.0,2025-09-27T13:22:03.070187+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,UMB,AMBALA CANT JN,9.0,76.67,23.33,0.0,0.0,2025-09-27T13:22:04.411389+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,YJUD,YAMUNANAGAR JAGADHRI,14.0,66.67,33.33,0.0,0.0,2025-09-27T13:22:06.119560+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,SRE,SAHARANPUR,9.0,80.0,16.67,3.33,0.0,2025-09-27T13:22:09.737803+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,MOZ,MUZAFFARNAGAR,9.0,83.33,10.0,6.67,0.0,2025-09-27T13:22:13.571681+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,SKF,SAKHOTI TANDA,,80.0,13.33,6.67,0.0,2025-09-27T13:22:15.331756+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,MUT,MEERUT CANT,13.0,76.67,16.67,6.67,0.0,2025-09-27T13:22:19.089731+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,MTC,MEERUT CITY,16.0,73.33,16.67,10.0,0.0,2025-09-27T13:22:20.835488+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,GZB,GHAZIABAD,22.0,56.67,30.0,13.33,0.0,2025-09-27T13:22:24.585216+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,NZM,H NIZAMUDDIN,17.0,80.0,3.33,16.67,0.0,2025-09-27T13:22:26.084950+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,FDB,FARIDABAD,31.0,73.33,10.0,16.67,0.0,2025-09-27T13:22:27.848811+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,MTJ,MATHURA JN,27.0,73.33,10.0,16.67,0.0,2025-09-27T13:22:29.339033+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,BTE,BHARATPUR JN,28.0,70.0,13.33,16.67,0.0,2025-09-27T13:22:30.707402+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,BXN,BAYANA JN,35.0,53.33,30.0,16.67,0.0,2025-09-27T13:22:32.422179+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,HAN,HINDAUN CITY,35.0,50.0,33.33,16.67,0.0,2025-09-27T13:22:34.034982+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,SMVJ,SHRI MAHAVEERJI,36.0,46.67,36.67,16.67,0.0,2025-09-27T13:22:37.460617+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,GGC,GANGAPUR CITY,34.0,56.67,26.67,16.67,0.0,2025-09-27T13:22:40.907513+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,SWM,SAWAI MADHOPUR,35.0,56.67,26.67,16.67,0.0,2025-09-27T13:22:44.405702+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,KOTA,KOTA JN,32.0,56.67,26.67,16.67,0.0,2025-09-27T13:22:48.419959+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,RMA,RAMGANJ MANDI,35.0,60.0,23.33,16.67,0.0,2025-09-27T13:22:49.798710+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,BWM,BHAWANI MANDI,38.0,56.67,23.33,20.0,0.0,2025-09-27T13:22:51.371085+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,SGZ,SHAMGARH,44.0,30.0,50.0,20.0,0.0,2025-09-27T13:22:52.667031+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,NAD,NAGDA JN,,73.33,13.33,13.33,0.0,2025-09-27T13:22:54.581608+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,RTM,RATLAM JN,,56.67,23.33,20.0,0.0,2025-09-27T13:22:56.576640+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,MGN,MEGHNAGAR,37.0,26.67,53.33,20.0,0.0,2025-09-27T13:22:58.165258+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,DHD,DAHOD,39.0,30.0,50.0,20.0,0.0,2025-09-27T13:22:59.873311+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,GDA,GODHRA JN,,70.0,13.33,16.67,0.0,2025-09-27T13:23:01.904733+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,BRC,VADODARA JN,23.0,66.67,16.67,16.67,0.0,2025-09-27T13:23:05.629205+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,ST,SURAT,22.0,73.33,10.0,16.67,0.0,2025-09-27T13:23:07.125524+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,BVI,BORIVALI,27.0,40.0,46.67,13.33,0.0,2025-09-27T13:23:10.900364+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
12904,Golden Temple Mail,BDTS,BANDRA TERMINUS,,86.67,3.33,10.0,0.0,2025-09-27T13:23:14.772051+00:00,https://etrain.info/train/Golden-Temple-Mail-12904/history?d=1y
17057,Devagiri Express,CSMT,C SHIVAJI TERM MUMBAI,3.0,96.67,3.33,0.0,0.0,2025-09-27T13:23:20.391687+00:00,https://etrain.info/train/Devagiri-Express-17057/history?d=1y
17057,Devagiri Express,DR,DADAR,10.0,90.0,10.0,0.0,0.0,2025-09-27T13:23:21.779577+00:00,https://etrain.info/train/Devagiri-Express-17057/history?d=1y
17057,Devagiri Express,TNA,THANE,,93.33,6.67,0.0,0.0,2025-09-27T13:23:23.562643+00:00,https://etrain.info/train/Devagiri-Express-17057/history?d=1y
17057,Devagiri Express,KYN,KALYAN JN,16.0,40.0,60.0,0.0,0.0,2025-09-27T13:23:25.144328+00:00,https://etrain.info/train/Devagiri-Express-17057/history?d=1y
17057,Devagiri Express,KSRA,KASARA,21.0,36.67,63.33,0.0,0.0,2025-09-27T13:23:26.732440+00:00,https://etrain.info/train/Devagiri-Express-17057/history?d=1y
17057,Devagiri Express,IGP,IGATPURI,22.0,33.33,66.67,0.0,0.0,2025-09-27T13:23:28.042007+00:00,https://etrain.info/train/Devagiri-Express-17057/history?d=1y
17057,Devagiri Express,NK,NASIK ROAD,23.0,30.0,70.0,0.0,0.0,2025-09-27T13:23:29.871045+00:00,https://etrain.info/train/Devagiri-Express-17057/history?d=1y
17057,Devagiri Express,MMR,MANMAD JN,20.0,43.33,53.33,3.33,0.01,2025-09-27T13:23:31.268050+00:00,https://etrain.info/train/Devagiri-Express-17057/history?d=1y
17057,Devagiri Express,RGO,ROTEGAON,17.0,66.67,30.0,3.33,0.0,2025-09-27T13:23:34.734529+00:00,https://etrain.info/train/Devagiri-Express-17057/history?d=1y
17057,Devagiri Express,LSR,LASUR,,50.0,46.67,3.33,0.0,2025-09-27T13:23:36.451949+00:00,https://etrain.info/train/Devagiri-Express-17057/history?d=1y
17057,Devagiri Express,AWB,AURANGABAD,22.0,60.0,33.33,6.67,0.0,2025-09-27T13:23:40.163541+00:00,https://etrain.info/train/Devagiri-Express-17057/history?d=1y
17057,Devagiri Express,PTU,PARTUR,,3.33,46.67,50.0,0.0,2025-09-27T13:23:42.288044+00:00,https://etrain.info/train/Devagiri-Express-17057/history?d=1y
17057,Devagiri Express,SELU,SELU,58.0,6.67,60.0,33.33,0.0,2025-09-27T13:23:43.834532+00:00,https://etrain.info/train/Devagiri-Express-17057/history?d=1y
17057,Devagiri Express,MVO,MANWATH ROAD,54.0,3.33,70.0,26.67,0.0,2025-09-27T13:23:45.623490+00:00,https://etrain.info/train/Devagiri-Express-17057/history?d=1y
17057,Devagiri Express,PBN,PARBHANI JN,48.0,10.0,66.67,23.33,0.0,2025-09-27T13:23:47.020444+00:00,https://etrain.info/train/Devagiri-Express-17057/history?d=1y
17057,Devagiri Express,PAU,PURNA JN,,26.67,63.33,10.0,0.0,2025-09-27T13:23:48.943660+00:00,https://etrain.info/train/Devagiri-Express-17057/history?d=1y
17057,Devagiri Express,NED,H SAHIB NANDED,37.0,20.0,66.67,13.33,0.0,2025-09-27T13:23:52.535059+00:00,https://etrain.info/train/Devagiri-Express-17057/history?d=1y
17057,Devagiri Express,MUE,MUDKHED,,33.33,53.33,13.33,0.0,2025-09-27T13:23:54.275322+00:00,https://etrain.info/train/Devagiri-Express-17057/history?d=1y
